latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight 
19.194,-97.337,311.2,2.7,1.6,2020-03-26,0515,T,82,6.0NRT,285,57.4,N
19.184,-97.342,307,2.7,1.6,2020-03-26,0515,T,70,6.0NRT,285.1,44.7,N
19.198,-97.343,301.7,2.7,1.6,2020-03-26,0515,T,30,6.0NRT,283.3,30.7,N
19.112,-101.515,302.7,1.3,1.1,2020-03-26,0515,T,51,6.0NRT,292.1,7.6,N
19.64,-104.502,302.7,1,1,2020-03-26,0515,T,51,6.0NRT,292.4,4.5,N
20.579,-101.169,308.2,1.5,1.2,2020-03-26,0515,T,74,6.0NRT,291.3,15.6,N
20.583,-101.175,309.8,1.5,1.2,2020-03-26,0515,T,70,6.0NRT,293,16.5,N
21.016,-102.08,300.9,1.3,1.1,2020-03-26,0515,T,35,6.0NRT,288.7,8.2,N
17.847,-71.453,307.1,1.1,1,2020-03-26,0625,A,52,6.0NRT,291.9,8.1,N
29.858,-94.905,311.2,1.2,1.1,2020-03-26,0800,A,82,6.0NRT,293.3,13.5,N
19.569,-92.243,309.9,1.1,1,2020-03-26,0800,A,68,6.0NRT,296.8,8.2,N
19.568,-92.233,333.7,1.1,1,2020-03-26,0800,A,100,6.0NRT,297.2,36.5,N
19.444,-92.035,311.6,1.1,1.1,2020-03-26,0800,A,76,6.0NRT,297.1,10.1,N
19.4,-92.038,322.4,1.1,1.1,2020-03-26,0800,A,100,6.0NRT,297.6,21.2,N
19.633,-97.626,304.2,1.3,1.1,2020-03-26,0800,A,27,6.0NRT,284.3,13,N
19.631,-97.615,307.1,1.3,1.1,2020-03-26,0800,A,44,6.0NRT,283.6,16.1,N
18.643,-92.165,311.9,1.1,1.1,2020-03-26,0800,A,84,6.0NRT,297,11,N
19.452,-98.277,302.4,1.4,1.2,2020-03-26,0800,A,49,6.0NRT,278,15.5,N
19.188,-97.328,304.7,1.2,1.1,2020-03-26,0800,A,36,6.0NRT,282,11.8,N
19.186,-97.323,302.4,1.2,1.1,2020-03-26,0800,A,20,6.0NRT,281.1,9.6,N
19.148,-97.341,304.2,1.2,1.1,2020-03-26,0800,A,59,6.0NRT,283.8,12.7,N
19.147,-97.329,305.1,1.2,1.1,2020-03-26,0800,A,63,6.0NRT,284.5,13.3,N
19.166,-98.536,310.7,1.5,1.2,2020-03-26,0800,A,81,6.0NRT,282.4,23.7,N
18.219,-93.892,317,1,1,2020-03-26,0800,A,94,6.0NRT,295.7,13.9,N
17.902,-92.489,308.3,1.1,1.1,2020-03-26,0800,A,74,6.0NRT,295.2,8.4,N
18.095,-94.044,313.9,1,1,2020-03-26,0800,A,88,6.0NRT,295.6,12,N
18.103,-94.346,308.3,1,1,2020-03-26,0800,A,74,6.0NRT,296.5,6.9,N
17.909,-93.188,311.5,1.1,1,2020-03-26,0800,A,83,6.0NRT,295.5,10.1,N
17.907,-93.178,338.3,1.1,1,2020-03-26,0800,A,100,6.0NRT,297.2,42.7,N
17.9,-93.189,312.8,1.1,1,2020-03-26,0800,A,86,6.0NRT,297.6,11.3,N
17.898,-93.179,334.6,1.1,1,2020-03-26,0800,A,100,6.0NRT,297.4,36.6,N
17.891,-93.191,316.2,1.1,1,2020-03-26,0800,A,93,6.0NRT,296.2,14.5,N
17.914,-93.525,305.4,1,1,2020-03-26,0800,A,64,6.0NRT,294.8,6.2,N
17.913,-93.516,316.7,1,1,2020-03-26,0800,A,94,6.0NRT,294.8,14.8,N
17.845,-93.124,308.4,1.1,1,2020-03-26,0805,A,74,6.0NRT,296,7.8,N
17.843,-93.114,348.5,1.1,1,2020-03-26,0805,A,100,6.0NRT,297.7,63.5,N
18.177,-100.217,304.4,1.8,1.3,2020-03-26,0805,A,60,6.0NRT,293.6,10.9,N
22.93,-80.987,325.6,1.5,1.2,2020-03-26,1550,T,68,6.0NRT,303.8,22.2,D
22.928,-80.972,329.5,1.5,1.2,2020-03-26,1550,T,80,6.0NRT,307.2,29.7,D
22.9,-81.607,390.7,1.6,1.3,2020-03-26,1550,T,94,6.0NRT,301.2,389.9,D
22.658,-80.828,326.4,1.4,1.2,2020-03-26,1550,T,68,6.0NRT,303.4,25.6,D
22.76,-81.784,326.5,1.7,1.3,2020-03-26,1550,T,72,6.0NRT,302,26.7,D
22.635,-81.089,327.4,1.5,1.2,2020-03-26,1550,T,64,6.0NRT,301.2,24.6,D
22.745,-82.174,325.1,1.8,1.3,2020-03-26,1550,T,50,6.0NRT,304.8,23.4,D
22.748,-82.162,326.8,1.8,1.3,2020-03-26,1550,T,71,6.0NRT,305.1,28.8,D
22.161,-79.711,321.3,1.2,1.1,2020-03-26,1550,T,36,6.0NRT,302.8,10.5,D
21.952,-78.302,368.7,1.1,1,2020-03-26,1550,T,100,6.0NRT,305.4,107.7,D
21.95,-78.291,372,1.1,1,2020-03-26,1550,T,100,6.0NRT,307.2,120.2,D
22.116,-79.916,318.3,1.2,1.1,2020-03-26,1550,T,44,6.0NRT,297.6,10,D
22.081,-80.206,317.7,1.3,1.1,2020-03-26,1550,T,29,6.0NRT,301.2,8.5,D
21.85,-79.369,325.4,1.2,1.1,2020-03-26,1550,T,0,6.0NRT,304.4,13,D
21.811,-79.523,318.6,1.2,1.1,2020-03-26,1550,T,33,6.0NRT,302.6,7.5,D
21.515,-77.748,397.7,1,1,2020-03-26,1550,T,100,6.0NRT,313,230.6,D
21.514,-77.738,369.4,1,1,2020-03-26,1550,T,100,6.0NRT,309.5,101.4,D
21.475,-77.92,332.3,1,1,2020-03-26,1550,T,54,6.0NRT,306,18.2,D
21.452,-77.884,343.4,1,1,2020-03-26,1550,T,90,6.0NRT,310.5,34.2,D
21.45,-77.874,332.5,1,1,2020-03-26,1550,T,69,6.0NRT,312.2,15.5,D
21.487,-78.2,323.2,1,1,2020-03-26,1550,T,35,6.0NRT,304.6,7.8,D
21.407,-78.087,328.6,1,1,2020-03-26,1550,T,51,6.0NRT,309.7,11.3,D
21.38,-78.427,355,1.1,1,2020-03-26,1550,T,97,6.0NRT,309.5,64.7,D
21.379,-78.417,332.6,1.1,1,2020-03-26,1550,T,79,6.0NRT,308.6,19.3,D
21.238,-78.258,328.8,1,1,2020-03-26,1550,T,61,6.0NRT,309.8,12.5,D
21.236,-78.248,339.8,1,1,2020-03-26,1550,T,86,6.0NRT,307.7,29.4,D
21.13,-77.568,334,1,1,2020-03-26,1550,T,80,6.0NRT,310.2,19.4,D
21.049,-77.074,325.3,1,1,2020-03-26,1550,T,56,6.0NRT,308.2,6.9,D
21.803,-82.988,320.4,2,1.4,2020-03-26,1550,T,55,6.0NRT,298.3,24,D
21.011,-77.002,328.6,1,1,2020-03-26,1550,T,69,6.0NRT,306,12.3,D
21.141,-78.101,347.2,1,1,2020-03-26,1550,T,92,6.0NRT,306.9,44.4,D
21.14,-78.092,332.2,1,1,2020-03-26,1550,T,77,6.0NRT,306,18.5,D
20.963,-77.366,340.5,1,1,2020-03-26,1550,T,87,6.0NRT,309.7,28.4,D
20.961,-77.357,329.8,1,1,2020-03-26,1550,T,75,6.0NRT,309.1,12.7,D
20.817,-76.813,333.6,1,1,2020-03-26,1550,T,81,6.0NRT,309,19,D
20.815,-76.804,323.2,1,1,2020-03-26,1550,T,53,6.0NRT,307.8,6.6,D
20.975,-78.03,343.6,1,1,2020-03-26,1550,T,90,6.0NRT,308.9,38.1,D
20.974,-78.02,324.4,1,1,2020-03-26,1550,T,64,6.0NRT,305.2,10,D
20.966,-78.031,328.9,1,1,2020-03-26,1550,T,65,6.0NRT,307,14.4,D
20.949,-78.044,324.2,1,1,2020-03-26,1550,T,64,6.0NRT,306.2,10.2,D
20.761,-76.745,323,1,1,2020-03-26,1550,T,45,6.0NRT,304.7,7,D
20.763,-76.828,334.9,1,1,2020-03-26,1550,T,83,6.0NRT,304.8,23.8,D
20.832,-77.801,322.7,1,1,2020-03-26,1550,T,34,6.0NRT,305.8,6.4,D
20.405,-75.926,334.1,1,1,2020-03-26,1550,T,84,6.0NRT,307.4,24.3,D
19.474,-70.735,318.9,2.2,1.4,2020-03-26,1550,T,39,6.0NRT,301.3,21.6,D
20.472,-76.73,323.7,1,1,2020-03-26,1550,T,49,6.0NRT,307.2,7.7,D
20.471,-76.72,323.3,1,1,2020-03-26,1550,T,43,6.0NRT,307.5,8.1,D
20.373,-76.078,321.8,1,1,2020-03-26,1550,T,54,6.0NRT,303.9,7.4,D
20.372,-76.068,334.1,1,1,2020-03-26,1550,T,83,6.0NRT,304.6,23.9,D
19.471,-70.721,318.7,2.2,1.4,2020-03-26,1550,T,35,6.0NRT,301.4,19.5,D
20.307,-76.676,330,1,1,2020-03-26,1550,T,78,6.0NRT,308.6,14.2,D
20.25,-76.604,333.1,1,1,2020-03-26,1550,T,82,6.0NRT,306.9,21.9,D
19.423,-71.831,319,1.8,1.3,2020-03-26,1550,T,70,6.0NRT,295.3,26.3,D
19.04,-71.388,310.5,2,1.4,2020-03-26,1550,T,35,6.0NRT,292,13.4,D
19.037,-71.393,311.3,2,1.4,2020-03-26,1550,T,34,6.0NRT,293.6,14.8,D
18.176,-71.217,312.7,2.1,1.4,2020-03-26,1550,T,47,6.0NRT,296.9,19.1,D
18.172,-71.197,312.1,2.1,1.4,2020-03-26,1550,T,42,6.0NRT,297.6,17.7,D
18.171,-71.203,316.1,2.1,1.4,2020-03-26,1550,T,65,6.0NRT,296.4,28.5,D
17.984,-77.111,315.4,1,1,2020-03-26,1550,T,49,6.0NRT,299.1,6.4,D
37.85,-81.351,301,2.4,1.5,2020-03-26,1545,T,43,6.0NRT,288.1,10.5,D
32.703,-80.372,306.2,1.8,1.3,2020-03-26,1545,T,63,6.0NRT,289.4,12.1,D
31.201,-84.444,312.1,3.3,1.7,2020-03-26,1545,T,50,6.0NRT,296,23.5,D
31.199,-84.409,322.2,3.3,1.7,2020-03-26,1545,T,77,6.0NRT,298.2,72,D
31.203,-84.416,323.3,3.3,1.7,2020-03-26,1545,T,78,6.0NRT,297.8,78.1,D
30.934,-82.55,307.7,2.4,1.5,2020-03-26,1545,T,33,6.0NRT,295.6,16.3,D
30.932,-82.525,311.5,2.4,1.5,2020-03-26,1545,T,59,6.0NRT,295.9,26.4,D
30.738,-84.017,309,3,1.7,2020-03-26,1545,T,49,6.0NRT,295.6,19.4,D
30.735,-83.985,320.1,3,1.7,2020-03-26,1545,T,75,6.0NRT,296.8,65,D
30.729,-84.114,311.1,3.1,1.7,2020-03-26,1545,T,58,6.0NRT,296.8,26.6,D
30.736,-83.991,323.2,3,1.7,2020-03-26,1545,T,78,6.0NRT,296.8,76.5,D
30.731,-84.12,309.7,3.1,1.7,2020-03-26,1545,T,53,6.0NRT,296.6,20.9,D
30.623,-83.691,314.7,2.9,1.6,2020-03-26,1545,T,67,6.0NRT,297.2,34.4,D
30.622,-83.699,314.1,2.9,1.6,2020-03-26,1545,T,52,6.0NRT,297,28.8,D
30.511,-85.366,314.1,3.8,1.8,2020-03-26,1545,T,65,6.0NRT,297.9,40.5,D
30.504,-85.374,315.4,3.8,1.8,2020-03-26,1545,T,67,6.0NRT,297.8,51,D
30.026,-82.815,315.4,2.5,1.5,2020-03-26,1545,T,54,6.0NRT,299.1,25.6,D
27.547,-82.022,324.5,2,1.4,2020-03-26,1545,T,75,6.0NRT,301.3,37.3,D
27.558,-82.028,319.9,2,1.4,2020-03-26,1545,T,63,6.0NRT,301.2,24.9,D
27.556,-82.007,322.3,2,1.4,2020-03-26,1545,T,71,6.0NRT,302.7,32.4,D
27.427,-81.588,317.9,1.9,1.3,2020-03-26,1545,T,54,6.0NRT,300.1,17.2,D
27.434,-81.593,319.8,1.9,1.3,2020-03-26,1545,T,66,6.0NRT,301.8,21.8,D
26.88,-77.65,424.6,1.1,1,2020-03-26,1545,T,100,6.0NRT,314.9,0,D
26.879,-77.639,376.7,1.1,1,2020-03-26,1545,T,71,6.0NRT,304.2,147.8,D
26.871,-77.652,373.3,1.1,1,2020-03-26,1545,T,94,6.0NRT,298.6,141.5,D
26.72,-77.402,327.6,1.1,1,2020-03-26,1545,T,81,6.0NRT,298.7,17.6,D
26.719,-77.392,336.9,1.1,1,2020-03-26,1545,T,88,6.0NRT,301.6,30.8,D
26.717,-77.381,339.7,1.1,1,2020-03-26,1545,T,85,6.0NRT,305.8,34.9,D
26.716,-77.371,325.2,1.1,1,2020-03-26,1545,T,51,6.0NRT,302.5,13.2,D
26.71,-77.393,350.7,1.1,1,2020-03-26,1545,T,95,6.0NRT,301.1,59.3,D
26.614,-78.431,324.3,1.2,1.1,2020-03-26,1545,T,57,6.0NRT,301.1,12.2,D
26.606,-78.444,346.9,1.2,1.1,2020-03-26,1545,T,88,6.0NRT,304.2,53.9,D
26.604,-78.432,363.2,1.2,1.1,2020-03-26,1545,T,71,6.0NRT,305.1,102.5,D
26.603,-78.451,348.7,1.2,1.1,2020-03-26,1545,T,67,6.0NRT,299.1,66.1,D
26.834,-80.508,326.2,1.6,1.2,2020-03-26,1545,T,76,6.0NRT,300.6,25.8,D
26.833,-80.493,328.1,1.6,1.2,2020-03-26,1545,T,79,6.0NRT,302.8,29.8,D
26.792,-80.53,322.4,1.6,1.2,2020-03-26,1545,T,71,6.0NRT,300.3,19.2,D
26.777,-81.013,324.4,1.7,1.3,2020-03-26,1545,T,73,6.0NRT,301,25.6,D
26.775,-80.996,350,1.7,1.3,2020-03-26,1545,T,95,6.0NRT,299.9,111.8,D
26.776,-81.739,317.7,1.9,1.3,2020-03-26,1545,T,46,6.0NRT,301.1,15.6,D
19.295,-99.553,328.3,1.2,1.1,2020-03-26,1730,T,53,6.0NRT,311.9,10.3,D
19.293,-99.542,331.1,1.2,1.1,2020-03-26,1730,T,77,6.0NRT,311.7,15.9,D
19.088,-98.288,327,1.4,1.2,2020-03-26,1730,T,71,6.0NRT,313.5,12.3,D
19.444,-100.858,338.4,1,1,2020-03-26,1730,T,87,6.0NRT,310.2,27.1,D
19.443,-100.848,332.1,1,1,2020-03-26,1730,T,82,6.0NRT,311.5,18.2,D
19.435,-100.859,333.4,1,1,2020-03-26,1730,T,83,6.0NRT,312.8,18.8,D
19.434,-100.849,323.9,1,1,2020-03-26,1730,T,60,6.0NRT,309.9,7.2,D
19.106,-99.018,318.8,1.3,1.1,2020-03-26,1730,T,48,6.0NRT,304.3,17.2,D
19.553,-102.063,320.6,1,1,2020-03-26,1730,T,50,6.0NRT,304.6,9.5,D
19.292,-100.583,330.5,1.1,1,2020-03-26,1730,T,72,6.0NRT,313.3,15.2,D
17.907,-93.192,321.5,3.4,1.7,2020-03-26,1730,T,66,6.0NRT,301.8,62.2,D
17.9,-93.16,317.7,3.4,1.7,2020-03-26,1730,T,53,6.0NRT,301.8,40.6,D
18.504,-96.392,333.2,1.9,1.4,2020-03-26,1730,T,81,6.0NRT,308,40.9,D
18.958,-99.053,330.7,1.3,1.1,2020-03-26,1730,T,75,6.0NRT,314.8,20.4,D
19.104,-100.096,318.8,1.1,1.1,2020-03-26,1730,T,36,6.0NRT,302.8,13.7,D
17.896,-93.199,320.2,3.4,1.7,2020-03-26,1730,T,63,6.0NRT,301.4,55.1,D
17.89,-93.168,322.1,3.4,1.7,2020-03-26,1730,T,67,6.0NRT,302,64,D
17.846,-93.111,317.4,3.5,1.8,2020-03-26,1730,T,36,6.0NRT,301.1,36,D
17.91,-93.516,316.9,3.2,1.7,2020-03-26,1730,T,47,6.0NRT,301.5,34.2,D
17.831,-93.114,316.4,3.5,1.8,2020-03-26,1730,T,42,6.0NRT,301.5,32.9,D
19.317,-101.902,325.4,1,1,2020-03-26,1730,T,70,6.0NRT,308.8,9.6,D
19.316,-101.892,322.6,1,1,2020-03-26,1730,T,53,6.0NRT,308.1,6.1,D
17.59,-92.193,315.6,4.1,1.9,2020-03-26,1730,T,46,6.0NRT,301.7,50.9,D
19.245,-101.853,331.6,1,1,2020-03-26,1730,T,78,6.0NRT,307.9,18.5,D
18.561,-97.811,336.5,1.5,1.2,2020-03-26,1730,T,82,6.0NRT,317.3,40.4,D
18.556,-97.804,336.1,1.5,1.2,2020-03-26,1730,T,82,6.0NRT,318.3,41.2,D
19.023,-101.117,333.3,1,1,2020-03-26,1730,T,79,6.0NRT,313,14.7,D
19.087,-102.531,334.7,1,1,2020-03-26,1730,T,80,6.0NRT,306.5,19.5,D
18.179,-99.062,330.9,1.3,1.1,2020-03-26,1730,T,74,6.0NRT,313.1,19.1,D
18.072,-100.293,326.1,1.1,1.1,2020-03-26,1730,T,55,6.0NRT,310.3,11.4,D
18.07,-100.282,332.5,1.1,1.1,2020-03-26,1730,T,77,6.0NRT,309.6,20.7,D
17.743,-98.429,326.9,1.4,1.2,2020-03-26,1730,T,39,6.0NRT,310.7,15.8,D
17.74,-98.416,330.7,1.4,1.2,2020-03-26,1730,T,72,6.0NRT,314.7,23,D
17.735,-98.422,337.2,1.4,1.2,2020-03-26,1730,T,78,6.0NRT,314.4,37.2,D
17.933,-102.204,335.8,1,1,2020-03-26,1730,T,0,6.0NRT,309.8,24.6,D
38.547,-95.232,311,1.1,1,2020-03-26,1720,T,62,6.0NRT,294.4,7.2,D
38.545,-95.22,322.2,1.1,1,2020-03-26,1720,T,81,6.0NRT,295.1,17.6,D
38.329,-96.663,341.9,1,1,2020-03-26,1720,T,92,6.0NRT,294.6,42.2,D
38.32,-96.665,315.6,1,1,2020-03-26,1720,T,49,6.0NRT,292.5,8.9,D
38.088,-95.32,304.4,1.1,1,2020-03-26,1720,T,53,6.0NRT,286.9,4.4,D
38.014,-95.659,306.9,1,1,2020-03-26,1720,T,64,6.0NRT,286.1,7.1,D
38.012,-95.647,309.9,1,1,2020-03-26,1720,T,69,6.0NRT,286.9,9.4,D
38.119,-96.562,328.4,1,1,2020-03-26,1720,T,85,6.0NRT,297.6,22.2,D
38.117,-96.551,332.9,1,1,2020-03-26,1720,T,88,6.0NRT,296.3,28.1,D
38.112,-96.575,340.3,1,1,2020-03-26,1720,T,92,6.0NRT,297.2,39.5,D
38.11,-96.564,393,1,1,2020-03-26,1720,T,100,6.0NRT,303.1,211.6,D
38.108,-96.553,354.9,1,1,2020-03-26,1720,T,98,6.0NRT,296,69.4,D
38.103,-96.578,354.2,1,1,2020-03-26,1720,T,97,6.0NRT,298,67.6,D
38.101,-96.566,337.3,1,1,2020-03-26,1720,T,90,6.0NRT,296.7,34.8,D
38.05,-96.597,322,1,1,2020-03-26,1720,T,76,6.0NRT,295.3,15.1,D
38.042,-96.599,316.6,1,1,2020-03-26,1720,T,60,6.0NRT,294.8,9.7,D
38.04,-96.646,336.5,1,1,2020-03-26,1720,T,90,6.0NRT,296.8,34.4,D
37.89,-96.578,342.5,1,1,2020-03-26,1720,T,85,6.0NRT,292.8,43,D
37.888,-96.566,394.9,1,1,2020-03-26,1720,T,94,6.0NRT,299.6,223.1,D
37.887,-96.555,323.5,1,1,2020-03-26,1720,T,70,6.0NRT,289.6,17.3,D
37.88,-96.568,328.8,1,1,2020-03-26,1720,T,85,6.0NRT,289.1,24.2,D
37.878,-96.557,322.9,1,1,2020-03-26,1720,T,81,6.0NRT,287.6,17.2,D
37.341,-95.8,302.8,1,1,2020-03-26,1725,T,35,6.0NRT,282.1,3.3,D
37.146,-96.083,319.4,1,1,2020-03-26,1725,T,79,6.0NRT,286.7,16.1,D
37.144,-96.071,304.5,1,1,2020-03-26,1725,T,44,6.0NRT,285.9,4,D
37.09,-96.144,311,1,1,2020-03-26,1725,T,70,6.0NRT,292.1,7.4,D
37.142,-96.829,311.6,1,1,2020-03-26,1725,T,70,6.0NRT,290.2,7.1,D
36.861,-95.256,305.2,1.1,1,2020-03-26,1725,T,30,6.0NRT,284.8,5.7,D
36.859,-95.338,307.4,1.1,1,2020-03-26,1725,T,43,6.0NRT,288.3,5.3,D
37.057,-96.635,312.3,1,1,2020-03-26,1725,T,71,6.0NRT,293.2,6.8,D
36.851,-95.353,309,1.1,1,2020-03-26,1725,T,61,6.0NRT,289.2,6.8,D
36.849,-95.341,340.5,1.1,1,2020-03-26,1725,T,91,6.0NRT,288.6,47.4,D
36.803,-95.971,320.5,1,1,2020-03-26,1725,T,79,6.0NRT,269.8,20.6,D
36.801,-95.959,314.1,1,1,2020-03-26,1725,T,72,6.0NRT,270.8,14.8,D
36.207,-92.625,312.2,1.5,1.2,2020-03-26,1725,T,66,6.0NRT,297.7,10.7,D
36.791,-96.242,306.6,1,1,2020-03-26,1725,T,52,6.0NRT,285.4,4.4,D
35.437,-89.447,310.3,2.4,1.5,2020-03-26,1725,T,45,6.0NRT,295.3,20.5,D
35.431,-89.421,314.3,2.4,1.5,2020-03-26,1725,T,71,6.0NRT,295.2,31.4,D
35.424,-89.43,315.4,2.4,1.5,2020-03-26,1725,T,72,6.0NRT,295.9,36.8,D
36.744,-96.589,324.8,1,1,2020-03-26,1725,T,82,6.0NRT,296,17.1,D
36.735,-96.591,348.5,1,1,2020-03-26,1725,T,95,6.0NRT,295.7,54,D
36.734,-96.58,317.7,1,1,2020-03-26,1725,T,44,6.0NRT,294.7,9,D
36.146,-93.952,313.9,1.3,1.1,2020-03-26,1725,T,66,6.0NRT,298.4,10.7,D
36.143,-93.938,313.1,1.3,1.1,2020-03-26,1725,T,65,6.0NRT,298.3,9.9,D
36.606,-96.773,314.1,1,1,2020-03-26,1725,T,71,6.0NRT,296.4,7.9,D
36.605,-96.762,316.3,1,1,2020-03-26,1725,T,74,6.0NRT,295.4,9.9,D
36.666,-97.527,358.2,1,1,2020-03-26,1725,T,99,6.0NRT,296.9,77.9,D
36.664,-97.516,386.9,1,1,2020-03-26,1725,T,100,6.0NRT,301.6,180.3,D
36.657,-97.529,325.7,1,1,2020-03-26,1725,T,83,6.0NRT,293.8,20.2,D
36.655,-97.518,356.1,1,1,2020-03-26,1725,T,98,6.0NRT,295.7,73.1,D
36.516,-96.904,326.3,1,1,2020-03-26,1725,T,83,6.0NRT,296.6,19.7,D
35.744,-94.844,320,1.2,1.1,2020-03-26,1725,T,75,6.0NRT,302.1,14.1,D
35.477,-94.724,313.4,1.2,1.1,2020-03-26,1725,T,64,6.0NRT,294,9.2,D
35.893,-98.427,311.3,1,1,2020-03-26,1725,T,58,6.0NRT,293.3,5.9,D
35.358,-95.047,318.4,1.2,1.1,2020-03-26,1725,T,73,6.0NRT,296.8,13,D
35.914,-98.707,387.8,1,1,2020-03-26,1725,T,100,6.0NRT,304.7,183.5,D
35.912,-98.696,326.4,1,1,2020-03-26,1725,T,81,6.0NRT,300.6,16.9,D
35.339,-95.052,314.1,1.2,1.1,2020-03-26,1725,T,50,6.0NRT,299.2,8.1,D
35.876,-98.766,313.2,1,1,2020-03-26,1725,T,54,6.0NRT,296.7,5.1,D
35.874,-98.755,321,1,1,2020-03-26,1725,T,75,6.0NRT,299.1,11.8,D
35.255,-95.973,319.2,1.1,1,2020-03-26,1725,T,73,6.0NRT,302.3,11,D
35.236,-99.74,321.6,1.1,1,2020-03-26,1725,T,74,6.0NRT,303.6,8.4,D
35.234,-99.729,323.4,1.1,1,2020-03-26,1725,T,76,6.0NRT,305.9,10.2,D
35.111,-99.424,354.1,1,1,2020-03-26,1725,T,97,6.0NRT,304.7,65.7,D
35.109,-99.413,318.9,1,1,2020-03-26,1725,T,68,6.0NRT,303.1,8.2,D
34.576,-98.257,321.4,1,1,2020-03-26,1725,T,73,6.0NRT,301.7,12.1,D
33.64,-95.977,312.4,1.1,1.1,2020-03-26,1725,T,32,6.0NRT,293.8,6.9,D
31.306,-88.713,317,3.4,1.7,2020-03-26,1725,T,71,6.0NRT,297.8,59.3,D
31.298,-88.677,315.3,3.5,1.8,2020-03-26,1725,T,61,6.0NRT,297.8,51.8,D
31.312,-88.717,312.1,3.4,1.7,2020-03-26,1725,T,64,6.0NRT,297.8,41.9,D
31.304,-88.682,319.8,3.5,1.8,2020-03-26,1725,T,75,6.0NRT,297.8,82.3,D
33.22,-99.01,315,1,1,2020-03-26,1725,T,57,6.0NRT,299.7,5.6,D
30.899,-87.804,308.4,4.1,1.9,2020-03-26,1725,T,27,6.0NRT,294.6,29.2,D
33.202,-99.931,321.3,1,1,2020-03-26,1725,T,68,6.0NRT,301.5,10.3,D
30.895,-87.812,310.5,4.1,1.9,2020-03-26,1725,T,60,6.0NRT,294.5,44.7,D
31.173,-89.747,321.7,3,1.6,2020-03-26,1725,T,77,6.0NRT,298,71.6,D
31.166,-89.717,323.9,3,1.6,2020-03-26,1725,T,79,6.0NRT,298.2,84,D
31.18,-89.72,314.5,3,1.6,2020-03-26,1725,T,68,6.0NRT,298,42.5,D
31.172,-89.754,312.5,3,1.6,2020-03-26,1725,T,64,6.0NRT,297.8,33.9,D
31.166,-89.724,326.8,3,1.6,2020-03-26,1725,T,82,6.0NRT,298.4,102,D
30.814,-89.273,322.7,3.3,1.7,2020-03-26,1725,T,78,6.0NRT,298.6,87.4,D
30.806,-89.24,311.1,3.3,1.7,2020-03-26,1725,T,61,6.0NRT,298.6,31,D
30.817,-89.277,319.2,3.3,1.7,2020-03-26,1725,T,74,6.0NRT,298.3,68.5,D
30.809,-89.244,313.1,3.3,1.7,2020-03-26,1725,T,65,6.0NRT,298.5,40.1,D
32.43,-97.931,316.8,1,1,2020-03-26,1725,T,65,6.0NRT,302.4,7.7,D
32.753,-101.196,325.2,1.1,1.1,2020-03-26,1725,T,72,6.0NRT,303.3,15.3,D
32.282,-97.869,318.9,1,1,2020-03-26,1725,T,69,6.0NRT,302.3,9.8,D
32.743,-101.198,329.5,1.1,1.1,2020-03-26,1725,T,78,6.0NRT,303.7,21.3,D
32.256,-98.122,321.9,1,1,2020-03-26,1725,T,73,6.0NRT,303.3,12.2,D
32.102,-98.384,313.7,1,1,2020-03-26,1725,T,53,6.0NRT,301.9,5.6,D
30.898,-92.752,310.5,1.9,1.3,2020-03-26,1725,T,56,6.0NRT,298.8,13.7,D
30.906,-92.756,311.2,1.9,1.3,2020-03-26,1725,T,58,6.0NRT,298.8,14.6,D
31.778,-97.837,316.1,1,1,2020-03-26,1725,T,66,6.0NRT,298.7,8.2,D
31.474,-97.909,315.1,1,1,2020-03-26,1725,T,67,6.0NRT,297.8,8,D
30.5,-93.439,310.3,1.8,1.3,2020-03-26,1725,T,54,6.0NRT,299.3,10.7,D
31.641,-101.759,321.3,1.1,1.1,2020-03-26,1725,T,49,6.0NRT,307.3,8,D
31.063,-98.353,315.5,1,1,2020-03-26,1725,T,70,6.0NRT,299.5,7.7,D
30.21,-99.744,322.8,1,1,2020-03-26,1725,T,76,6.0NRT,299.3,14.4,D
30.208,-99.733,344.7,1,1,2020-03-26,1725,T,93,6.0NRT,299.8,45.7,D
30.137,-100.069,315,1,1,2020-03-26,1725,T,60,6.0NRT,300.1,5.9,D
30.18,-100.574,314.7,1,1,2020-03-26,1725,T,50,6.0NRT,299.8,6,D
30.179,-100.563,319.2,1,1,2020-03-26,1725,T,66,6.0NRT,299.7,10.2,D
28.468,-96.901,324.8,1.2,1.1,2020-03-26,1725,T,72,6.0NRT,306.6,17.8,D
27.45,-97.695,346.5,1.1,1.1,2020-03-26,1725,T,92,6.0NRT,307.7,51.4,D
26.889,-101.45,327.7,1,1,2020-03-26,1725,T,64,6.0NRT,313.2,9.5,D
25.783,-97.574,323,1.2,1.1,2020-03-26,1725,T,57,6.0NRT,308.9,10.8,D
25.325,-101.391,344.5,1,1,2020-03-26,1725,T,89,6.0NRT,320.3,33.5,D
24.861,-99.291,323,1.1,1,2020-03-26,1725,T,32,6.0NRT,311.6,6.5,D
23.954,-98.318,328.8,1.2,1.1,2020-03-26,1725,T,75,6.0NRT,313.7,17.4,D
23.952,-98.307,326.5,1.2,1.1,2020-03-26,1725,T,71,6.0NRT,311,14.4,D
