latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight 
30.414,-101.322,321.1,1,1,2020-03-24,1735,T,72,6.0NRT,304.8,10.8,D
30.406,-101.335,325.4,1,1,2020-03-24,1735,T,77,6.0NRT,304.4,14.9,D
30.405,-101.324,332.7,1,1,2020-03-24,1735,T,84,6.0NRT,304.4,24.6,D
30.28,-100.827,312.9,1.1,1,2020-03-24,1735,T,50,6.0NRT,302.5,5.1,D
30.062,-99.512,312.1,1.2,1.1,2020-03-24,1735,T,55,6.0NRT,301.3,6.8,D
30.18,-100.566,313.2,1.1,1,2020-03-24,1735,T,54,6.0NRT,300.8,7.2,D
29.924,-99.187,320.4,1.3,1.1,2020-03-24,1735,T,74,6.0NRT,300.2,16.9,D
29.755,-100.121,310.9,1.1,1.1,2020-03-24,1735,T,41,6.0NRT,300.1,5.9,D
29.776,-100.306,319.3,1.1,1.1,2020-03-24,1735,T,70,6.0NRT,300.1,14.6,D
29.775,-100.295,317,1.1,1.1,2020-03-24,1735,T,66,6.0NRT,300,12,D
29.533,-99.482,311.4,1.2,1.1,2020-03-24,1735,T,41,6.0NRT,300.2,6.2,D
29.344,-100.995,315.3,1.1,1,2020-03-24,1735,T,45,6.0NRT,304,5.2,D
28.577,-100.6,316.4,1.1,1.1,2020-03-24,1735,T,38,6.0NRT,303.6,3.8,D
29.065,-107.486,330.3,1.5,1.2,2020-03-24,1735,T,80,6.0NRT,309.5,26.9,D
27.464,-97.699,341.2,1.7,1.3,2020-03-24,1735,T,89,6.0NRT,304.3,72.4,D
27.461,-97.682,334.6,1.7,1.3,2020-03-24,1735,T,84,6.0NRT,304,51.2,D
27.452,-97.69,325.2,1.7,1.3,2020-03-24,1735,T,73,6.0NRT,303.4,26.3,D
27.219,-97.998,324.2,1.6,1.3,2020-03-24,1740,T,70,6.0NRT,303.3,20.1,D
27.22,-98.005,325.2,1.6,1.3,2020-03-24,1740,T,72,6.0NRT,303.9,22.7,D
26.965,-97.694,323,1.7,1.3,2020-03-24,1740,T,63,6.0NRT,305.3,19.9,D
26.954,-97.697,330.3,1.7,1.3,2020-03-24,1740,T,78,6.0NRT,306.4,38.4,D
26.95,-97.679,322.1,1.7,1.3,2020-03-24,1740,T,47,6.0NRT,306.8,17.9,D
28.35,-106.924,330,1.3,1.1,2020-03-24,1740,T,77,6.0NRT,311.3,21.2,D
26.871,-97.88,336.9,1.7,1.3,2020-03-24,1740,T,85,6.0NRT,302.9,60.1,D
26.868,-97.864,327.9,1.7,1.3,2020-03-24,1740,T,75,6.0NRT,302.1,32.5,D
26.86,-97.883,354.6,1.7,1.3,2020-03-24,1740,T,91,6.0NRT,304.1,134.1,D
26.857,-97.866,345.1,1.7,1.3,2020-03-24,1740,T,86,6.0NRT,303.1,89.5,D
26.846,-97.869,321.4,1.7,1.3,2020-03-24,1740,T,56,6.0NRT,302.6,16.6,D
26.885,-101.456,326.8,1.1,1,2020-03-24,1740,T,70,6.0NRT,309.1,13.6,D
26.255,-99.774,320.4,1.3,1.1,2020-03-24,1740,T,20,6.0NRT,304.4,9.8,D
25.884,-99.134,326.6,1.5,1.2,2020-03-24,1740,T,70,6.0NRT,308.7,17.4,D
25.881,-99.12,328.4,1.5,1.2,2020-03-24,1740,T,73,6.0NRT,308.3,20.7,D
25.724,-103.321,338.2,1,1,2020-03-24,1740,T,80,6.0NRT,314.2,23.2,D
25.723,-103.312,329.3,1,1,2020-03-24,1740,T,58,6.0NRT,312.2,10.8,D
24.707,-107.4,322.3,1.3,1.1,2020-03-24,1740,T,27,6.0NRT,307.6,12.8,D
24.607,-107.332,319.5,1.3,1.1,2020-03-24,1740,T,0,6.0NRT,304.1,14,D
24.608,-107.338,315.9,1.3,1.1,2020-03-24,1740,T,24,6.0NRT,303.9,9.5,D
22.781,-98.197,326.2,2,1.4,2020-03-24,1740,T,69,6.0NRT,305.6,29.3,D
22.732,-98.697,323.4,1.8,1.3,2020-03-24,1740,T,52,6.0NRT,306,15,D
23.312,-106.446,319,1.1,1.1,2020-03-24,1740,T,53,6.0NRT,303.2,7.7,D
21.555,-98.716,319.5,1.9,1.3,2020-03-24,1740,T,33,6.0NRT,305.5,18.6,D
21.54,-98.7,320.8,1.9,1.3,2020-03-24,1740,T,52,6.0NRT,302.8,21.7,D
21.967,-102.279,326.4,1.1,1.1,2020-03-24,1740,T,56,6.0NRT,313.2,7.8,D
20.981,-98.888,318.2,1.9,1.3,2020-03-24,1740,T,57,6.0NRT,301.3,28,D
21.013,-101.484,325.6,1.3,1.1,2020-03-24,1740,T,29,6.0NRT,310.9,5.3,D
20.831,-100.422,325.6,1.5,1.2,2020-03-24,1740,T,40,6.0NRT,310.3,12.2,D
20.57,-100.519,322.5,1.5,1.2,2020-03-24,1740,T,21,6.0NRT,308.5,9.9,D
21.189,-104.761,323.1,1,1,2020-03-24,1740,T,47,6.0NRT,310.6,6.7,D
20.612,-101.241,324.9,1.3,1.1,2020-03-24,1740,T,37,6.0NRT,309.3,8.2,D
20.516,-100.678,325.7,1.5,1.2,2020-03-24,1740,T,56,6.0NRT,311.9,12.5,D
20.579,-101.169,339.3,1.4,1.2,2020-03-24,1740,T,84,6.0NRT,311.9,39.7,D
21.112,-104.8,328.8,1,1,2020-03-24,1740,T,74,6.0NRT,313.8,11.6,D
20.581,-102.164,330.6,1.2,1.1,2020-03-24,1740,T,73,6.0NRT,313.6,15.8,D
20.376,-103.123,327.1,1.1,1,2020-03-24,1740,T,57,6.0NRT,313.7,10.5,D
18.885,-96.138,323.1,3.4,1.7,2020-03-24,1740,T,65,6.0NRT,305.1,41.8,D
20.261,-103.985,320.8,1,1,2020-03-24,1740,T,56,6.0NRT,308.1,7.7,D
18.874,-96.146,328.7,3.4,1.7,2020-03-24,1740,T,77,6.0NRT,306.3,82.5,D
19.912,-103.11,319.1,1.1,1,2020-03-24,1740,T,53,6.0NRT,305.3,10.7,D
19.91,-103.1,318,1.1,1,2020-03-24,1740,T,46,6.0NRT,300.9,9.8,D
19.602,-103.365,323.7,1.1,1,2020-03-24,1740,T,51,6.0NRT,310.3,8.6,D
19.6,-103.355,326.5,1.1,1,2020-03-24,1740,T,75,6.0NRT,308.8,13,D
18.84,-99.259,328.5,2,1.4,2020-03-24,1740,T,77,6.0NRT,310.9,34,D
18.836,-99.265,326.4,2,1.4,2020-03-24,1740,T,71,6.0NRT,311.4,27.5,D
19.041,-104.219,321.2,1,1,2020-03-24,1740,T,61,6.0NRT,304.5,8.3,D
37.428,-115.162,301.2,2.9,1.6,2020-03-24,1915,T,23,6.0NRT,286.5,12.1,D
46.99,-117.123,329.2,1.3,1.1,2020-03-24,1910,T,81,6.0NRT,280.2,43.2,D
46.379,-118.042,306.1,1.2,1.1,2020-03-24,1910,T,38,6.0NRT,288.2,6.8,D
46.236,-119.393,313.5,1.1,1.1,2020-03-24,1910,T,74,6.0NRT,295.2,10.8,D
46.221,-119.308,328.3,1.1,1.1,2020-03-24,1910,T,86,6.0NRT,294.8,28.5,D
45.724,-119.531,309.6,1.1,1.1,2020-03-24,1910,T,69,6.0NRT,294.6,8.7,D
17.786,-88.777,323.1,1.2,1.1,2020-03-24,1910,A,76,6.0NRT,302.6,15.6,D
17.985,-88.274,324.8,1.1,1,2020-03-24,1910,A,77,6.0NRT,301.8,17.1,D
17.593,-90.888,342.5,1.6,1.2,2020-03-24,1910,A,91,6.0NRT,308.9,67.9,D
17.613,-90.968,323.9,1.6,1.2,2020-03-24,1910,A,75,6.0NRT,303.3,21.1,D
17.569,-91.438,327.5,1.7,1.3,2020-03-24,1910,A,80,6.0NRT,306.4,33.4,D
17.566,-91.455,331.6,1.7,1.3,2020-03-24,1910,A,79,6.0NRT,305.4,44.9,D
17.67,-90.902,325,1.6,1.2,2020-03-24,1910,A,77,6.0NRT,305.2,23.8,D
17.672,-90.893,319.2,1.6,1.2,2020-03-24,1910,A,64,6.0NRT,304.9,12.7,D
17.67,-90.908,320.8,1.6,1.2,2020-03-24,1910,A,66,6.0NRT,305.1,16.4,D
17.577,-91.445,332.9,1.7,1.3,2020-03-24,1910,A,73,6.0NRT,306.8,44.2,D
17.692,-91.255,332.8,1.7,1.3,2020-03-24,1910,A,84,6.0NRT,305.5,42.3,D
17.693,-91.246,326.1,1.7,1.3,2020-03-24,1910,A,77,6.0NRT,305.8,24.8,D
17.69,-91.261,326.7,1.7,1.3,2020-03-24,1910,A,78,6.0NRT,305.6,25.3,D
18.043,-90.876,340.7,1.6,1.2,2020-03-24,1910,A,0,6.0NRT,307.7,60.9,D
18.049,-90.853,321.3,1.5,1.2,2020-03-24,1910,A,66,6.0NRT,307.2,13.9,D
18.432,-88.71,317.2,1.1,1.1,2020-03-24,1910,A,38,6.0NRT,297.5,8.6,D
17.909,-92,318.8,1.9,1.3,2020-03-24,1910,A,0,6.0NRT,306.7,17.2,D
18.129,-90.779,331.6,1.5,1.2,2020-03-24,1910,A,82,6.0NRT,307.2,34.5,D
18.126,-90.794,322.5,1.5,1.2,2020-03-24,1910,A,56,6.0NRT,308,14.5,D
18.204,-90.684,321.6,1.5,1.2,2020-03-24,1910,A,69,6.0NRT,304.9,15.6,D
18.202,-90.698,329.7,1.5,1.2,2020-03-24,1910,A,80,6.0NRT,306.2,31.6,D
17.891,-92.491,323.1,2,1.4,2020-03-24,1910,A,62,6.0NRT,305.2,32.9,D
17.831,-93.121,335.5,2.3,1.5,2020-03-24,1910,A,85,6.0NRT,301.7,92.8,D
17.828,-93.126,317.9,2.3,1.5,2020-03-24,1910,A,60,6.0NRT,301.6,23.6,D
17.844,-93.107,315.2,2.3,1.5,2020-03-24,1910,A,31,6.0NRT,301.6,13.9,D
17.841,-93.128,331.6,2.3,1.5,2020-03-24,1910,A,82,6.0NRT,302.2,73.1,D
18.227,-91.156,326.1,1.6,1.2,2020-03-24,1910,A,57,6.0NRT,309.4,22.5,D
18.674,-88.462,330.1,1.1,1,2020-03-24,1910,A,62,6.0NRT,307.5,19.1,D
18.238,-91.158,350.1,1.6,1.2,2020-03-24,1910,A,95,6.0NRT,311.1,98.7,D
18.236,-91.173,327.8,1.6,1.3,2020-03-24,1910,A,77,6.0NRT,308.8,24.6,D
17.885,-93.181,321.6,2.3,1.5,2020-03-24,1910,A,69,6.0NRT,302.7,34.3,D
17.881,-93.202,318.2,2.3,1.5,2020-03-24,1910,A,61,6.0NRT,301.2,23.7,D
18.354,-90.533,316.9,1.5,1.2,2020-03-24,1910,A,35,6.0NRT,303.5,7.2,D
18.101,-92.031,318,1.9,1.3,2020-03-24,1910,A,55,6.0NRT,305.7,14.7,D
17.898,-93.184,327.7,2.3,1.5,2020-03-24,1910,A,78,6.0NRT,303,54.9,D
17.894,-93.205,317.8,2.3,1.5,2020-03-24,1910,A,34,6.0NRT,302.8,21.3,D
18.638,-88.824,324.1,1.1,1.1,2020-03-24,1910,A,43,6.0NRT,306.6,14.3,D
18.576,-89.219,320.7,1.2,1.1,2020-03-24,1910,A,65,6.0NRT,302.5,15.1,D
18.168,-91.781,327.7,1.8,1.3,2020-03-24,1910,A,76,6.0NRT,306.3,36.4,D
18.336,-90.735,320.1,1.5,1.2,2020-03-24,1910,A,54,6.0NRT,306.8,12.1,D
17.895,-93.19,326.3,2.3,1.5,2020-03-24,1910,A,76,6.0NRT,303.2,48.2,D
18.164,-91.787,323.1,1.8,1.3,2020-03-24,1910,A,71,6.0NRT,305.7,26.4,D
18.395,-90.646,336.1,1.5,1.2,2020-03-24,1910,A,86,6.0NRT,307.2,46.3,D
17.9,-93.533,316.4,2.4,1.5,2020-03-24,1910,A,55,6.0NRT,299,19.6,D
18.245,-91.734,324.1,1.8,1.3,2020-03-24,1910,A,72,6.0NRT,308.3,25.3,D
18.444,-91.241,328.5,1.6,1.3,2020-03-24,1910,A,78,6.0NRT,309.9,28.7,D
18.378,-91.63,322.2,1.7,1.3,2020-03-24,1910,A,62,6.0NRT,307,19.8,D
18.902,-88.415,318.6,1.1,1,2020-03-24,1910,A,57,6.0NRT,301.8,10,D
18.446,-91.232,326.7,1.6,1.3,2020-03-24,1910,A,76,6.0NRT,308.9,25,D
18.444,-91.247,322.2,1.6,1.3,2020-03-24,1910,A,69,6.0NRT,309.4,15.5,D
18.378,-91.621,319.2,1.7,1.3,2020-03-24,1910,A,57,6.0NRT,306.7,14.4,D
20.364,-76.769,322.2,3.9,1.8,2020-03-24,1910,A,72,6.0NRT,301.2,49.7,D
18.586,-91.02,340.3,1.6,1.2,2020-03-24,1910,A,89,6.0NRT,308.3,59.6,D
18.584,-91.035,374,1.6,1.2,2020-03-24,1910,A,100,6.0NRT,312.2,226.4,D
18.39,-92.639,321.5,2.1,1.4,2020-03-24,1910,A,60,6.0NRT,302.4,30.3,D
18.338,-92.933,324.3,2.2,1.4,2020-03-24,1910,A,74,6.0NRT,302.2,46.1,D
18.379,-92.644,328.6,2.1,1.4,2020-03-24,1910,A,69,6.0NRT,303.6,55.5,D
18.338,-92.94,325.6,2.2,1.4,2020-03-24,1910,A,71,6.0NRT,302.3,51,D
19.12,-88.444,322.3,1.1,1,2020-03-24,1910,A,72,6.0NRT,298.5,13.7,D
18.8,-90.984,329.8,1.5,1.2,2020-03-24,1910,A,80,6.0NRT,307.7,30.9,D
18.898,-90.728,335.5,1.5,1.2,2020-03-24,1910,A,85,6.0NRT,311.4,42.6,D
18.893,-90.719,326.9,1.5,1.2,2020-03-24,1910,A,75,6.0NRT,309.2,22.7,D
18.891,-90.733,327.3,1.5,1.2,2020-03-24,1910,A,76,6.0NRT,309.1,23.5,D
19.157,-89.194,320.3,1.2,1.1,2020-03-24,1910,A,53,6.0NRT,299.4,11.8,D
19.167,-89.196,335.7,1.2,1.1,2020-03-24,1910,A,85,6.0NRT,303,34.8,D
18.925,-90.726,331.6,1.5,1.2,2020-03-24,1910,A,81,6.0NRT,309.2,32.3,D
19.073,-90.031,357.6,1.3,1.1,2020-03-24,1910,A,98,6.0NRT,308.7,103.9,D
19.071,-90.043,338.2,1.3,1.1,2020-03-24,1910,A,87,6.0NRT,307.5,44.6,D
19.038,-90.376,320.4,1.4,1.2,2020-03-24,1910,A,52,6.0NRT,307.1,8.8,D
19.215,-89.406,332.9,1.2,1.1,2020-03-24,1910,A,82,6.0NRT,308.2,27.9,D
18.928,-91.185,324.7,1.6,1.2,2020-03-24,1910,A,65,6.0NRT,308.8,20.4,D
19.165,-90.156,331.6,1.3,1.1,2020-03-24,1910,A,54,6.0NRT,313.4,21.6,D
19.228,-89.895,332.5,1.3,1.1,2020-03-24,1910,A,77,6.0NRT,307.5,25,D
19.3,-89.701,328.5,1.3,1.1,2020-03-24,1910,A,77,6.0NRT,308.5,17.8,D
19.184,-90.415,323.7,1.4,1.2,2020-03-24,1910,A,68,6.0NRT,308.2,15.7,D
19.182,-90.428,323.3,1.4,1.2,2020-03-24,1910,A,67,6.0NRT,308.1,15.3,D
19.194,-90.417,335.9,1.4,1.2,2020-03-24,1910,A,84,6.0NRT,307.3,39.3,D
19.192,-90.43,348.1,1.4,1.2,2020-03-24,1910,A,93,6.0NRT,307.9,74,D
19.211,-90.38,322.9,1.4,1.2,2020-03-24,1910,A,66,6.0NRT,308.1,13.4,D
19.417,-89.608,326.1,1.2,1.1,2020-03-24,1910,A,74,6.0NRT,306.9,16.6,D
19.391,-89.832,324.5,1.3,1.1,2020-03-24,1910,A,71,6.0NRT,307,11.8,D
20.949,-77.769,315,3.3,1.7,2020-03-24,1910,A,51,6.0NRT,290.7,35.8,D
19.356,-90.113,343,1.3,1.1,2020-03-24,1910,A,90,6.0NRT,309,51.7,D
19.354,-90.126,326.6,1.3,1.1,2020-03-24,1910,A,65,6.0NRT,309.3,14.8,D
19.35,-90.151,323.6,1.3,1.1,2020-03-24,1910,A,43,6.0NRT,309.2,9.3,D
19.348,-90.163,327.3,1.3,1.1,2020-03-24,1910,A,74,6.0NRT,311.2,16.8,D
20.947,-77.776,314.5,3.3,1.7,2020-03-24,1910,A,42,6.0NRT,291.9,31.3,D
19.391,-90.088,324.1,1.3,1.1,2020-03-24,1910,A,64,6.0NRT,308.4,10.6,D
19.496,-89.51,328.9,1.2,1.1,2020-03-24,1910,A,77,6.0NRT,310,18,D
19.395,-90.127,334.7,1.3,1.1,2020-03-24,1910,A,83,6.0NRT,310.4,31,D
19.421,-90.031,328,1.3,1.1,2020-03-24,1910,A,75,6.0NRT,310.6,18.6,D
19.522,-89.469,332.4,1.2,1.1,2020-03-24,1910,A,81,6.0NRT,307.1,26.8,D
19.499,-89.617,328.3,1.2,1.1,2020-03-24,1910,A,57,6.0NRT,310.8,17.1,D
19.532,-89.47,349.6,1.2,1.1,2020-03-24,1910,A,94,6.0NRT,308.6,65.4,D
19.523,-89.527,349.6,1.2,1.1,2020-03-24,1910,A,94,6.0NRT,309.7,62.3,D
19.521,-89.539,339,1.2,1.1,2020-03-24,1910,A,87,6.0NRT,308.1,34,D
19.512,-89.596,341.4,1.2,1.1,2020-03-24,1910,A,88,6.0NRT,308.1,37.6,D
19.431,-90.096,332.2,1.3,1.1,2020-03-24,1910,A,56,6.0NRT,311.6,20.8,D
19.427,-90.12,330.7,1.3,1.1,2020-03-24,1910,A,61,6.0NRT,312,18.9,D
19.44,-90.11,331.5,1.3,1.1,2020-03-24,1910,A,49,6.0NRT,314.8,19,D
19.526,-89.634,326.8,1.2,1.1,2020-03-24,1910,A,72,6.0NRT,307,15.4,D
19.564,-89.529,337.9,1.2,1.1,2020-03-24,1910,A,86,6.0NRT,311.9,35.1,D
19.559,-89.563,328.3,1.2,1.1,2020-03-24,1910,A,48,6.0NRT,311.4,14.3,D
19.55,-89.62,326.2,1.2,1.1,2020-03-24,1910,A,44,6.0NRT,308.4,10.4,D
19.548,-89.632,333.9,1.2,1.1,2020-03-24,1910,A,82,6.0NRT,309.6,24.7,D
19.556,-89.705,331.5,1.2,1.1,2020-03-24,1910,A,79,6.0NRT,311.1,21.4,D
19.554,-89.717,331.9,1.2,1.1,2020-03-24,1910,A,80,6.0NRT,311.5,21.5,D
19.605,-89.466,338.4,1.2,1.1,2020-03-24,1910,A,86,6.0NRT,309.3,37.7,D
19.603,-89.477,328,1.2,1.1,2020-03-24,1910,A,75,6.0NRT,306.6,18.4,D
19.415,-90.625,323.3,1.4,1.2,2020-03-24,1910,A,60,6.0NRT,309.8,14.3,D
19.561,-89.802,330.8,1.3,1.1,2020-03-24,1910,A,69,6.0NRT,310.4,19.4,D
19.623,-89.539,332,1.2,1.1,2020-03-24,1910,A,40,6.0NRT,314.7,15.8,D
19.621,-89.551,345.6,1.2,1.1,2020-03-24,1910,A,91,6.0NRT,313.8,46.5,D
19.61,-89.62,326,1.2,1.1,2020-03-24,1910,A,45,6.0NRT,308.9,10.1,D
19.622,-89.748,327.3,1.2,1.1,2020-03-24,1910,A,46,6.0NRT,310.7,14.2,D
19.677,-89.532,328.4,1.2,1.1,2020-03-24,1910,A,58,6.0NRT,308.3,13,D
19.675,-89.544,343.1,1.2,1.1,2020-03-24,1910,A,90,6.0NRT,311.9,42.2,D
19.5,-90.607,333,1.4,1.2,2020-03-24,1910,A,79,6.0NRT,310.9,30.6,D
19.498,-90.62,329.6,1.4,1.2,2020-03-24,1910,A,74,6.0NRT,311.9,23.7,D
19.51,-90.609,352.6,1.4,1.2,2020-03-24,1910,A,95,6.0NRT,310.4,88.1,D
19.508,-90.622,353.5,1.4,1.2,2020-03-24,1910,A,96,6.0NRT,311.6,92.4,D
19.627,-90.157,328.2,1.3,1.1,2020-03-24,1910,A,73,6.0NRT,309,20.7,D
19.823,-89.131,322.1,1.2,1.1,2020-03-24,1910,A,63,6.0NRT,307.3,10.3,D
19.596,-90.644,325.9,1.4,1.2,2020-03-24,1910,A,66,6.0NRT,311.4,18,D
19.39,-92.053,310.6,1.8,1.3,2020-03-24,1910,A,40,6.0NRT,297.8,16.3,D
19.725,-90.118,336.7,1.3,1.1,2020-03-24,1910,A,84,6.0NRT,313.9,31.7,D
19.933,-89.024,328.7,1.1,1.1,2020-03-24,1910,A,76,6.0NRT,310.2,16.8,D
19.93,-89.046,335.1,1.1,1.1,2020-03-24,1910,A,83,6.0NRT,310.4,24.9,D
19.928,-89.056,329.9,1.1,1.1,2020-03-24,1910,A,78,6.0NRT,311.4,17.1,D
19.977,-88.804,318.9,1.1,1.1,2020-03-24,1910,A,43,6.0NRT,306.4,7.1,D
19.937,-89.058,328.6,1.1,1.1,2020-03-24,1910,A,74,6.0NRT,308.9,15.8,D
19.438,-92.035,311.2,1.8,1.3,2020-03-24,1910,A,47,6.0NRT,297.5,16.9,D
19.774,-90.197,329.2,1.3,1.1,2020-03-24,1910,A,56,6.0NRT,311.7,14.8,D
19.845,-89.825,328.4,1.2,1.1,2020-03-24,1910,A,63,6.0NRT,312.5,13.7,D
19.78,-90.288,324.2,1.3,1.1,2020-03-24,1910,A,40,6.0NRT,309.7,11.1,D
19.772,-90.403,325.1,1.4,1.2,2020-03-24,1910,A,37,6.0NRT,310.1,13.4,D
19.77,-90.416,347.3,1.4,1.2,2020-03-24,1910,A,92,6.0NRT,314.1,66.6,D
19.818,-90.18,358.2,1.3,1.1,2020-03-24,1910,A,99,6.0NRT,312.7,94.4,D
19.816,-90.192,350.7,1.3,1.1,2020-03-24,1910,A,94,6.0NRT,311.1,67.7,D
19.81,-90.229,332.6,1.3,1.1,2020-03-24,1910,A,74,6.0NRT,315.4,21.6,D
19.816,-90.185,337,1.3,1.1,2020-03-24,1910,A,84,6.0NRT,311.4,31.6,D
19.778,-90.41,325.3,1.4,1.2,2020-03-24,1910,A,53,6.0NRT,310.2,13.1,D
19.826,-90.186,373.8,1.3,1.1,2020-03-24,1910,A,100,6.0NRT,313.8,167.1,D
19.94,-89.68,328.2,1.2,1.1,2020-03-24,1910,A,69,6.0NRT,312.2,15.4,D
19.938,-89.692,326.7,1.2,1.1,2020-03-24,1910,A,69,6.0NRT,312.8,14.1,D
20.018,-89.312,324,1.2,1.1,2020-03-24,1910,A,61,6.0NRT,306,10.9,D
19.931,-89.919,330.4,1.3,1.1,2020-03-24,1910,A,69,6.0NRT,310.8,16.8,D
19.912,-90.039,341.7,1.3,1.1,2020-03-24,1910,A,88,6.0NRT,313.6,43.5,D
19.567,-92.239,322.4,1.8,1.3,2020-03-24,1910,A,75,6.0NRT,297.6,38.9,D
19.562,-92.245,321.4,1.8,1.3,2020-03-24,1910,A,74,6.0NRT,297.7,38.5,D
20.068,-89.523,324.3,1.2,1.1,2020-03-24,1910,A,63,6.0NRT,310.5,10.1,D
20.054,-89.732,331.5,1.2,1.1,2020-03-24,1910,A,68,6.0NRT,314.2,19.2,D
20.064,-89.734,333.7,1.2,1.1,2020-03-24,1910,A,65,6.0NRT,313.4,22.5,D
20.017,-90.09,330.4,1.3,1.1,2020-03-24,1910,A,54,6.0NRT,311.2,15.8,D
20.049,-89.954,333.9,1.3,1.1,2020-03-24,1910,A,77,6.0NRT,317,21.4,D
20.047,-89.965,337.3,1.3,1.1,2020-03-24,1910,A,84,6.0NRT,316.4,28.5,D
20.032,-90.061,329.8,1.3,1.1,2020-03-24,1910,A,53,6.0NRT,311.8,14.9,D
21.531,-78.458,324.9,3,1.6,2020-03-24,1910,A,62,6.0NRT,300.9,61.8,D
20.149,-89.463,325.4,1.2,1.1,2020-03-24,1910,A,67,6.0NRT,309.4,13,D
20.123,-89.943,330.9,1.3,1.1,2020-03-24,1910,A,59,6.0NRT,312.8,14.3,D
20.121,-89.954,330.9,1.3,1.1,2020-03-24,1910,A,69,6.0NRT,311.7,15.1,D
20.131,-90.086,335.4,1.3,1.1,2020-03-24,1910,A,71,6.0NRT,313.8,24.6,D
20.32,-88.976,360.8,1.1,1.1,2020-03-24,1910,A,100,6.0NRT,311.1,87.3,D
20.318,-88.986,368.4,1.1,1.1,2020-03-24,1910,A,100,6.0NRT,310.6,114.2,D
20.235,-89.694,362.8,1.2,1.1,2020-03-24,1910,A,100,6.0NRT,313.2,106.5,D
20.233,-89.706,326.2,1.2,1.1,2020-03-24,1910,A,66,6.0NRT,310.6,13.6,D
20.245,-89.696,335.8,1.2,1.1,2020-03-24,1910,A,82,6.0NRT,309.9,29.7,D
20.194,-90.012,356.3,1.3,1.1,2020-03-24,1910,A,97,6.0NRT,313.7,77.9,D
20.192,-90.024,343.1,1.3,1.1,2020-03-24,1910,A,89,6.0NRT,315.2,39,D
20.219,-89.919,328,1.2,1.1,2020-03-24,1910,A,70,6.0NRT,311.1,15.2,D
20.204,-90.013,331.3,1.3,1.1,2020-03-24,1910,A,50,6.0NRT,312.6,14.7,D
20.427,-88.753,325.6,1.1,1,2020-03-24,1910,A,67,6.0NRT,310.5,9.9,D
20.425,-88.764,349.2,1.1,1,2020-03-24,1910,A,93,6.0NRT,312.6,52.5,D
20.239,-89.989,331.6,1.3,1.1,2020-03-24,1910,A,76,6.0NRT,313.9,19.8,D
21.67,-78.906,326.2,2.8,1.6,2020-03-24,1910,A,79,6.0NRT,304.5,62.8,D
20.249,-89.99,330.2,1.3,1.1,2020-03-24,1910,A,72,6.0NRT,311.9,17.7,D
20.389,-89.18,325.4,1.1,1.1,2020-03-24,1910,A,65,6.0NRT,310.6,10.3,D
20.414,-89.141,332.4,1.1,1.1,2020-03-24,1910,A,78,6.0NRT,312.3,19.8,D
21.758,-78.751,328.3,2.9,1.6,2020-03-24,1910,A,81,6.0NRT,304.3,64.7,D
20.453,-89.016,331.4,1.1,1.1,2020-03-24,1910,A,77,6.0NRT,309.5,18.9,D
20.452,-89.027,357.9,1.1,1.1,2020-03-24,1910,A,98,6.0NRT,311.8,78.2,D
21.775,-78.725,344.7,2.9,1.6,2020-03-24,1910,A,92,6.0NRT,297.9,183.3,D
21.772,-78.752,369.2,2.9,1.6,2020-03-24,1910,A,100,6.0NRT,303.7,470.5,D
20.384,-89.605,330.9,1.2,1.1,2020-03-24,1910,A,75,6.0NRT,312.9,19.9,D
21.763,-78.731,335.3,2.9,1.6,2020-03-24,1910,A,87,6.0NRT,301.1,111.6,D
21.76,-78.759,335,2.9,1.6,2020-03-24,1910,A,87,6.0NRT,305.1,108.7,D
20.304,-90.156,330.7,1.3,1.1,2020-03-24,1910,A,61,6.0NRT,316.2,15,D
21.775,-78.761,345.7,2.9,1.6,2020-03-24,1910,A,93,6.0NRT,303,192.9,D
20.655,-88.178,383.8,1,1,2020-03-24,1910,A,100,6.0NRT,312.6,165.4,D
20.654,-88.188,378.7,1,1,2020-03-24,1910,A,100,6.0NRT,312.5,142.4,D
20.718,-88.063,323.8,1,1,2020-03-24,1910,A,63,6.0NRT,306,10.2,D
20.601,-88.882,325.8,1.1,1,2020-03-24,1910,A,64,6.0NRT,310.8,10.2,D
20.599,-88.892,325.4,1.1,1,2020-03-24,1910,A,63,6.0NRT,312.1,9.3,D
20.509,-89.587,325.2,1.2,1.1,2020-03-24,1910,A,60,6.0NRT,310.6,10.8,D
21.802,-79.696,321.6,2.4,1.5,2020-03-24,1910,A,60,6.0NRT,302.3,37,D
20.588,-89.151,343.4,1.1,1.1,2020-03-24,1910,A,89,6.0NRT,314.2,38.9,D
20.683,-88.6,325.3,1.1,1,2020-03-24,1910,A,60,6.0NRT,311.8,9.2,D
20.611,-89.067,336.6,1.1,1.1,2020-03-24,1910,A,82,6.0NRT,313.1,23.7,D
20.609,-89.078,330.8,1.1,1.1,2020-03-24,1910,A,75,6.0NRT,312.9,14.4,D
20.704,-88.939,328.9,1.1,1,2020-03-24,1910,A,71,6.0NRT,311.6,13.4,D
21.891,-79.854,320,2.4,1.5,2020-03-24,1910,A,66,6.0NRT,300.1,28.6,D
21.889,-79.878,320.8,2.4,1.5,2020-03-24,1910,A,68,6.0NRT,300.1,32.6,D
