latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,latlongtuple
38.69,-97.73899999999999,301.6,3.3,1.7,2020-03-21,2020,A,42,6.0NRT,285.1,23.5,D,"(38.69, -97.73899999999999)"
38.91,-97.844,318.6,3.2,1.7,2020-03-21,2020,A,79,6.0NRT,286.1,87.4,D,"(38.91, -97.844)"
38.908,-97.882,308.1,3.2,1.7,2020-03-21,2020,A,66,6.0NRT,285.7,41.9,D,"(38.908, -97.882)"
38.907,-97.852,323.5,3.2,1.7,2020-03-21,2020,A,82,6.0NRT,286.5,115.3,D,"(38.907, -97.852)"
39.031,-97.441,315.1,3.4,1.7,2020-03-21,2020,A,75,6.0NRT,285.9,76.2,D,"(39.031, -97.441)"
39.09,-97.20100000000001,307.9,3.6,1.8,2020-03-21,2020,A,59,6.0NRT,285.2,45.7,D,"(39.09, -97.20100000000001)"
39.088,-97.243,301.5,3.5,1.8,2020-03-21,2020,A,38,6.0NRT,284.4,21.9,D,"(39.088, -97.243)"
39.1,-97.21,319.3,3.6,1.8,2020-03-21,2020,A,79,6.0NRT,286.8,103.0,D,"(39.1, -97.21)"
39.084,-97.572,301.9,3.4,1.7,2020-03-21,2020,A,50,6.0NRT,286.0,24.4,D,"(39.084, -97.572)"
39.150999999999996,-98.071,307.0,3.1,1.7,2020-03-21,2020,A,62,6.0NRT,288.7,29.2,D,"(39.150999999999996, -98.071)"
39.28,-95.649,301.1,4.4,1.9,2020-03-21,2020,A,45,6.0NRT,283.6,42.8,D,"(39.28, -95.649)"
39.167,-98.072,310.6,3.1,1.7,2020-03-21,2020,A,70,6.0NRT,289.0,42.6,D,"(39.167, -98.072)"
39.163000000000004,-98.07600000000001,315.8,3.1,1.7,2020-03-21,2020,A,76,6.0NRT,289.4,65.2,D,"(39.163000000000004, -98.07600000000001)"
39.279,-95.654,303.2,4.4,1.9,2020-03-21,2020,A,55,6.0NRT,283.7,53.3,D,"(39.279, -95.654)"
39.279,-97.311,304.5,3.5,1.8,2020-03-21,2020,A,59,6.0NRT,286.3,34.6,D,"(39.279, -97.311)"
39.274,-97.318,303.4,3.5,1.8,2020-03-21,2020,A,56,6.0NRT,286.3,30.3,D,"(39.274, -97.318)"
39.296,-97.522,300.8,3.4,1.7,2020-03-21,2020,A,41,6.0NRT,286.7,18.0,D,"(39.296, -97.522)"
39.324,-97.912,303.0,3.2,1.7,2020-03-21,2020,A,54,6.0NRT,287.8,19.8,D,"(39.324, -97.912)"
39.623000000000005,-96.38600000000001,302.9,4.0,1.9,2020-03-21,2020,A,49,6.0NRT,286.9,31.8,D,"(39.623000000000005, -96.38600000000001)"
39.626,-96.391,301.4,4.0,1.9,2020-03-21,2020,A,47,6.0NRT,287.1,27.5,D,"(39.626, -96.391)"
39.614000000000004,-97.109,323.0,3.6,1.8,2020-03-21,2020,A,82,6.0NRT,286.9,131.9,D,"(39.614000000000004, -97.109)"
39.611999999999995,-97.15100000000001,310.6,3.6,1.8,2020-03-21,2020,A,70,6.0NRT,287.0,60.3,D,"(39.611999999999995, -97.15100000000001)"
39.623000000000005,-97.117,324.4,3.6,1.8,2020-03-21,2020,A,83,6.0NRT,286.6,133.6,D,"(39.623000000000005, -97.117)"
39.739000000000004,-96.68299999999999,311.3,3.9,1.8,2020-03-21,2020,A,71,6.0NRT,287.0,66.3,D,"(39.739000000000004, -96.68299999999999)"
39.727,-96.68700000000001,306.1,3.9,1.8,2020-03-21,2020,A,63,6.0NRT,286.7,41.2,D,"(39.727, -96.68700000000001)"
39.77,-96.411,302.4,4.0,1.9,2020-03-21,2020,A,52,6.0NRT,287.4,29.5,D,"(39.77, -96.411)"
39.995,-100.314,302.5,2.3,1.5,2020-03-21,2020,A,52,6.0NRT,289.1,11.4,D,"(39.995, -100.314)"
40.654,-95.975,300.4,4.3,1.9,2020-03-21,2020,A,36,6.0NRT,285.4,31.9,D,"(40.654, -95.975)"
39.708,-122.266,328.7,4.3,1.9,2020-03-21,2020,A,86,6.0NRT,294.4,202.5,D,"(39.708, -122.266)"
39.696,-122.31200000000001,307.7,4.3,1.9,2020-03-21,2020,A,66,6.0NRT,293.9,44.3,D,"(39.696, -122.31200000000001)"
39.694,-122.26799999999999,304.4,4.3,1.9,2020-03-21,2020,A,57,6.0NRT,292.0,29.6,D,"(39.694, -122.26799999999999)"
39.71,-122.275,331.5,4.3,1.9,2020-03-21,2020,A,87,6.0NRT,295.1,231.2,D,"(39.71, -122.275)"
44.638999999999996,-123.824,302.8,3.1,1.7,2020-03-21,2200,A,54,6.0NRT,287.7,32.4,D,"(44.638999999999996, -123.824)"
39.555,-96.86200000000001,310.7,1.4,1.2,2020-03-22,410,T,81,6.0NRT,269.2,25.0,N,"(39.555, -96.86200000000001)"
39.553000000000004,-96.85,310.3,1.4,1.2,2020-03-22,410,T,80,6.0NRT,269.1,24.5,N,"(39.553000000000004, -96.85)"
18.211,-88.588,307.0,1.1,1.1,2020-03-22,400,T,70,6.0NRT,292.8,9.0,N,"(18.211, -88.588)"
17.835,-93.12200000000001,324.6,2.3,1.5,2020-03-22,400,T,100,6.0NRT,291.9,71.1,N,"(17.835, -93.12200000000001)"
17.848,-93.125,302.7,2.3,1.5,2020-03-22,400,T,51,6.0NRT,291.9,12.8,N,"(17.848, -93.125)"
17.849,-93.11,303.9,2.3,1.5,2020-03-22,400,T,58,6.0NRT,291.8,14.1,N,"(17.849, -93.11)"
17.846,-93.131,307.5,2.3,1.5,2020-03-22,400,T,72,6.0NRT,291.9,21.8,N,"(17.846, -93.131)"
17.89,-93.18299999999999,312.1,2.3,1.5,2020-03-22,400,T,84,6.0NRT,292.5,33.2,N,"(17.89, -93.18299999999999)"
17.902,-93.185,322.3,2.3,1.5,2020-03-22,400,T,100,6.0NRT,292.8,63.0,N,"(17.902, -93.185)"
18.337,-90.744,333.9,1.5,1.2,2020-03-22,400,T,100,6.0NRT,294.9,58.0,N,"(18.337, -90.744)"
17.906,-93.52799999999999,307.2,2.4,1.5,2020-03-22,400,T,71,6.0NRT,292.3,25.9,N,"(17.906, -93.52799999999999)"
18.096,-93.436,303.2,2.4,1.5,2020-03-22,405,T,37,6.0NRT,292.7,16.2,N,"(18.096, -93.436)"
18.461,-91.383,312.0,1.6,1.3,2020-03-22,405,T,84,6.0NRT,292.8,19.0,N,"(18.461, -91.383)"
18.458,-91.399,326.7,1.6,1.3,2020-03-22,405,T,100,6.0NRT,292.5,48.5,N,"(18.458, -91.399)"
18.472,-91.38600000000001,306.3,1.6,1.3,2020-03-22,405,T,68,6.0NRT,292.0,12.5,N,"(18.472, -91.38600000000001)"
18.47,-91.40100000000001,307.8,1.6,1.3,2020-03-22,405,T,73,6.0NRT,291.7,15.0,N,"(18.47, -91.40100000000001)"
18.637,-92.17,304.5,1.9,1.3,2020-03-22,405,T,60,6.0NRT,293.3,9.8,N,"(18.637, -92.17)"
19.222,-89.59899999999999,314.3,1.2,1.1,2020-03-22,405,T,88,6.0NRT,296.6,14.6,N,"(19.222, -89.59899999999999)"
19.230999999999998,-89.601,314.8,1.2,1.1,2020-03-22,405,T,90,6.0NRT,296.3,15.4,N,"(19.230999999999998, -89.601)"
19.245,-89.639,307.2,1.2,1.1,2020-03-22,405,T,70,6.0NRT,295.7,7.7,N,"(19.245, -89.639)"
19.244,-89.65100000000001,308.2,1.2,1.1,2020-03-22,405,T,73,6.0NRT,295.6,8.7,N,"(19.244, -89.65100000000001)"
19.324,-89.65899999999999,306.8,1.2,1.1,2020-03-22,405,T,68,6.0NRT,295.1,7.8,N,"(19.324, -89.65899999999999)"
19.399,-92.04,308.8,1.8,1.3,2020-03-22,405,T,63,6.0NRT,293.8,15.2,N,"(19.399, -92.04)"
19.396,-92.056,306.4,1.8,1.3,2020-03-22,405,T,45,6.0NRT,293.8,11.6,N,"(19.396, -92.056)"
21.451,-78.219,306.1,3.2,1.7,2020-03-22,405,T,41,6.0NRT,290.7,38.4,N,"(21.451, -78.219)"
21.449,-78.22399999999999,307.5,3.2,1.7,2020-03-22,405,T,54,6.0NRT,290.7,43.1,N,"(21.449, -78.22399999999999)"
20.065,-89.964,310.1,1.3,1.1,2020-03-22,405,T,77,6.0NRT,295.4,9.5,N,"(20.065, -89.964)"
20.065,-89.97,308.9,1.3,1.1,2020-03-22,405,T,73,6.0NRT,295.5,8.8,N,"(20.065, -89.97)"
21.029,-87.185,310.0,1.0,1.0,2020-03-22,405,T,79,6.0NRT,292.3,9.6,N,"(21.029, -87.185)"
21.028000000000002,-87.194,302.3,1.0,1.0,2020-03-22,405,T,48,6.0NRT,292.3,4.6,N,"(21.028000000000002, -87.194)"
22.199,-84.281,306.8,1.2,1.1,2020-03-22,405,T,69,6.0NRT,292.3,10.6,N,"(22.199, -84.281)"
28.041999999999998,-80.783,312.1,2.5,1.5,2020-03-22,405,T,84,6.0NRT,290.0,45.7,N,"(28.041999999999998, -80.783)"
39.722,-122.26799999999999,306.0,1.5,1.2,2020-03-22,545,T,67,6.0NRT,281.4,19.6,N,"(39.722, -122.26799999999999)"
21.86,-78.395,301.3,1.3,1.1,2020-03-22,645,A,40,6.0NRT,291.2,6.2,N,"(21.86, -78.395)"
21.576,-78.009,302.7,1.2,1.1,2020-03-22,645,A,51,6.0NRT,291.9,6.5,N,"(21.576, -78.009)"
20.164,-76.08,307.2,1.0,1.0,2020-03-22,650,A,71,6.0NRT,290.0,8.8,N,"(20.164, -76.08)"
20.003,-75.676,309.4,1.0,1.0,2020-03-22,650,A,77,6.0NRT,293.2,8.5,N,"(20.003, -75.676)"
19.572,-92.21700000000001,305.0,2.8,1.6,2020-03-22,825,A,6,6.0NRT,292.2,23.0,N,"(19.572, -92.21700000000001)"
19.57,-92.22399999999999,308.5,2.8,1.6,2020-03-22,825,A,61,6.0NRT,292.2,31.0,N,"(19.57, -92.22399999999999)"
20.581,-101.171,300.7,1.0,1.0,2020-03-22,825,A,32,6.0NRT,289.4,5.1,N,"(20.581, -101.171)"
20.526999999999997,-100.92399999999999,300.7,1.0,1.0,2020-03-22,825,A,32,6.0NRT,288.3,5.5,N,"(20.526999999999997, -100.92399999999999)"
18.739,-100.10799999999999,301.6,1.0,1.0,2020-03-22,825,A,18,6.0NRT,290.4,4.2,N,"(18.739, -100.10799999999999)"
18.738,-100.09899999999999,303.7,1.0,1.0,2020-03-22,825,A,42,6.0NRT,290.3,5.5,N,"(18.738, -100.09899999999999)"
18.729,-100.1,308.6,1.0,1.0,2020-03-22,825,A,75,6.0NRT,289.9,9.1,N,"(18.729, -100.1)"
41.298,-75.751,301.3,1.1,1.0,2020-03-22,1605,T,31,6.0NRT,284.1,4.6,D,"(41.298, -75.751)"
41.458999999999996,-81.671,308.9,1.3,1.1,2020-03-22,1605,T,68,6.0NRT,286.5,10.9,D,"(41.458999999999996, -81.671)"
41.46,-81.678,306.0,1.3,1.1,2020-03-22,1605,T,47,6.0NRT,287.0,8.4,D,"(41.46, -81.678)"
40.564,-75.91199999999999,300.4,1.1,1.0,2020-03-22,1605,T,36,6.0NRT,286.7,4.2,D,"(40.564, -75.91199999999999)"
22.243000000000002,-79.792,320.1,1.2,1.1,2020-03-22,1615,T,72,6.0NRT,300.5,15.9,D,"(22.243000000000002, -79.792)"
22.706999999999997,-82.794,318.4,1.0,1.0,2020-03-22,1615,T,67,6.0NRT,301.6,9.6,D,"(22.706999999999997, -82.794)"
22.723000000000003,-83.152,323.8,1.0,1.0,2020-03-22,1615,T,65,6.0NRT,302.4,13.9,D,"(22.723000000000003, -83.152)"
22.296999999999997,-80.861,319.3,1.1,1.0,2020-03-22,1615,T,44,6.0NRT,300.0,13.4,D,"(22.296999999999997, -80.861)"
22.62,-83.01799999999999,320.1,1.0,1.0,2020-03-22,1615,T,64,6.0NRT,303.9,6.9,D,"(22.62, -83.01799999999999)"
21.863000000000003,-78.404,346.2,1.5,1.2,2020-03-22,1615,T,93,6.0NRT,306.5,85.0,D,"(21.863000000000003, -78.404)"
22.596999999999998,-83.051,322.1,1.0,1.0,2020-03-22,1615,T,38,6.0NRT,306.0,7.4,D,"(22.596999999999998, -83.051)"
22.59,-83.06200000000001,356.0,1.0,1.0,2020-03-22,1615,T,98,6.0NRT,304.4,63.7,D,"(22.59, -83.06200000000001)"
22.589000000000002,-83.053,346.2,1.0,1.0,2020-03-22,1615,T,93,6.0NRT,306.3,42.0,D,"(22.589000000000002, -83.053)"
21.838,-78.513,320.3,1.5,1.2,2020-03-22,1615,T,40,6.0NRT,303.5,15.8,D,"(21.838, -78.513)"
21.729,-78.423,319.4,1.5,1.2,2020-03-22,1615,T,71,6.0NRT,304.1,15.7,D,"(21.729, -78.423)"
21.578000000000003,-78.027,320.9,1.6,1.3,2020-03-22,1615,T,36,6.0NRT,300.1,22.8,D,"(21.578000000000003, -78.027)"
21.436,-77.884,327.5,1.7,1.3,2020-03-22,1615,T,79,6.0NRT,294.9,37.3,D,"(21.436, -77.884)"
21.433000000000003,-77.868,341.1,1.7,1.3,2020-03-22,1615,T,90,6.0NRT,298.6,78.8,D,"(21.433000000000003, -77.868)"
21.424,-77.875,323.7,1.7,1.3,2020-03-22,1615,T,61,6.0NRT,302.9,28.0,D,"(21.424, -77.875)"
22.291999999999998,-83.68,322.5,1.0,1.0,2020-03-22,1615,T,57,6.0NRT,305.9,7.1,D,"(22.291999999999998, -83.68)"
21.096999999999998,-77.726,316.5,1.8,1.3,2020-03-22,1615,T,59,6.0NRT,299.2,22.3,D,"(21.096999999999998, -77.726)"
21.006,-78.13,313.6,1.6,1.3,2020-03-22,1615,T,49,6.0NRT,297.2,10.2,D,"(21.006, -78.13)"
20.713,-76.624,326.9,2.1,1.4,2020-03-22,1615,T,70,6.0NRT,297.7,51.2,D,"(20.713, -76.624)"
20.89,-77.60600000000001,320.2,1.8,1.3,2020-03-22,1615,T,58,6.0NRT,300.4,23.5,D,"(20.89, -77.60600000000001)"
20.886999999999997,-77.589,336.3,1.8,1.3,2020-03-22,1615,T,88,6.0NRT,301.6,70.0,D,"(20.886999999999997, -77.589)"
20.71,-76.61,318.1,2.1,1.4,2020-03-22,1615,T,50,6.0NRT,301.1,25.5,D,"(20.71, -76.61)"
20.875999999999998,-77.592,319.1,1.8,1.3,2020-03-22,1615,T,38,6.0NRT,300.7,21.5,D,"(20.875999999999998, -77.592)"
20.555999999999997,-75.932,323.9,2.4,1.5,2020-03-22,1615,T,73,6.0NRT,299.0,47.3,D,"(20.555999999999997, -75.932)"
20.543000000000003,-75.935,322.3,2.4,1.5,2020-03-22,1615,T,75,6.0NRT,298.5,40.5,D,"(20.543000000000003, -75.935)"
21.728,-83.02600000000001,345.5,1.0,1.0,2020-03-22,1615,T,88,6.0NRT,306.3,40.6,D,"(21.728, -83.02600000000001)"
21.726,-83.01700000000001,340.9,1.0,1.0,2020-03-22,1615,T,90,6.0NRT,308.5,32.8,D,"(21.726, -83.01700000000001)"
20.355,-76.97399999999999,328.0,2.1,1.4,2020-03-22,1615,T,80,6.0NRT,305.1,36.9,D,"(20.355, -76.97399999999999)"
20.167,-77.025,321.9,2.1,1.4,2020-03-22,1615,T,72,6.0NRT,305.9,19.9,D,"(20.167, -77.025)"
20.165,-77.031,322.3,2.1,1.4,2020-03-22,1615,T,49,6.0NRT,306.2,18.5,D,"(20.165, -77.031)"
20.158,-77.343,333.3,1.9,1.4,2020-03-22,1615,T,85,6.0NRT,308.8,51.3,D,"(20.158, -77.343)"
20.149,-77.363,324.0,1.9,1.4,2020-03-22,1615,T,69,6.0NRT,306.7,24.1,D,"(20.149, -77.363)"
20.146,-77.345,374.5,1.9,1.4,2020-03-22,1615,T,100,6.0NRT,308.1,316.0,D,"(20.146, -77.345)"
20.023,-77.55,325.9,1.9,1.3,2020-03-22,1615,T,75,6.0NRT,305.2,34.3,D,"(20.023, -77.55)"
20.983,-89.39399999999999,320.4,2.0,1.4,2020-03-22,1615,T,66,6.0NRT,306.0,18.8,D,"(20.983, -89.39399999999999)"
20.047,-89.538,321.5,2.0,1.4,2020-03-22,1615,T,71,6.0NRT,304.5,24.6,D,"(20.047, -89.538)"
19.605,-90.351,318.3,2.2,1.5,2020-03-22,1615,T,49,6.0NRT,301.6,21.2,D,"(19.605, -90.351)"
19.607,-90.35799999999999,320.3,2.2,1.5,2020-03-22,1615,T,69,6.0NRT,302.2,29.7,D,"(19.607, -90.35799999999999)"
19.215,-89.329,321.1,1.9,1.3,2020-03-22,1615,T,71,6.0NRT,302.0,23.9,D,"(19.215, -89.329)"
19.245,-89.69200000000001,341.9,2.0,1.4,2020-03-22,1615,T,90,6.0NRT,299.6,101.4,D,"(19.245, -89.69200000000001)"
19.243,-89.67399999999999,340.0,2.0,1.4,2020-03-22,1615,T,89,6.0NRT,300.0,92.2,D,"(19.243, -89.67399999999999)"
40.082,-75.923,303.6,1.1,1.0,2020-03-22,1610,T,56,6.0NRT,284.9,6.8,D,"(40.082, -75.923)"
31.715999999999998,-84.054,310.6,1.3,1.1,2020-03-22,1610,T,69,6.0NRT,286.0,9.3,D,"(31.715999999999998, -84.054)"
30.871,-83.641,310.8,1.2,1.1,2020-03-22,1610,T,45,6.0NRT,290.9,6.9,D,"(30.871, -83.641)"
26.726999999999997,-77.398,321.8,1.4,1.2,2020-03-22,1610,T,65,6.0NRT,302.6,17.5,D,"(26.726999999999997, -77.398)"
26.724,-77.384,328.4,1.4,1.2,2020-03-22,1610,T,77,6.0NRT,303.5,29.9,D,"(26.724, -77.384)"
26.613000000000003,-78.445,332.8,1.3,1.1,2020-03-22,1610,T,85,6.0NRT,303.4,29.9,D,"(26.613000000000003, -78.445)"
26.611,-78.432,338.2,1.3,1.1,2020-03-22,1610,T,89,6.0NRT,303.8,40.3,D,"(26.611, -78.432)"
26.611,-78.439,339.4,1.3,1.1,2020-03-22,1610,T,78,6.0NRT,304.6,44.3,D,"(26.611, -78.439)"
26.447,-80.743,325.5,1.0,1.0,2020-03-22,1610,T,39,6.0NRT,308.0,12.9,D,"(26.447, -80.743)"
23.113000000000003,-81.339,330.5,1.0,1.0,2020-03-22,1610,T,83,6.0NRT,304.4,18.3,D,"(23.113000000000003, -81.339)"
22.865,-80.315,315.3,1.1,1.1,2020-03-22,1610,T,43,6.0NRT,299.7,7.4,D,"(22.865, -80.315)"
23.134,-82.315,323.9,1.0,1.0,2020-03-22,1610,T,49,6.0NRT,305.2,12.1,D,"(23.134, -82.315)"
22.916,-81.79,321.3,1.0,1.0,2020-03-22,1610,T,43,6.0NRT,303.1,9.0,D,"(22.916, -81.79)"
22.834,-81.679,328.7,1.0,1.0,2020-03-22,1610,T,72,6.0NRT,307.4,19.8,D,"(22.834, -81.679)"
22.765,-81.24,349.0,1.1,1.0,2020-03-22,1610,T,94,6.0NRT,307.5,52.9,D,"(22.765, -81.24)"
22.764,-81.229,330.6,1.1,1.0,2020-03-22,1610,T,67,6.0NRT,309.8,19.9,D,"(22.764, -81.229)"
22.639,-80.687,330.9,1.1,1.0,2020-03-22,1610,T,82,6.0NRT,302.1,25.7,D,"(22.639, -80.687)"
22.631999999999998,-80.683,321.5,1.1,1.1,2020-03-22,1610,T,44,6.0NRT,305.5,13.6,D,"(22.631999999999998, -80.683)"
22.633000000000003,-81.165,324.1,1.1,1.0,2020-03-22,1610,T,52,6.0NRT,305.5,14.4,D,"(22.633000000000003, -81.165)"
22.701,-81.836,325.7,1.0,1.0,2020-03-22,1610,T,56,6.0NRT,302.9,15.4,D,"(22.701, -81.836)"
44.91,-96.412,303.8,1.3,1.1,2020-03-22,1745,T,0,6.0NRT,266.9,12.8,D,"(44.91, -96.412)"
45.766000000000005,-107.615,328.4,1.6,1.3,2020-03-22,1745,T,74,6.0NRT,278.3,54.7,D,"(45.766000000000005, -107.615)"
40.384,-109.32799999999999,316.7,1.7,1.3,2020-03-22,1745,T,73,6.0NRT,288.2,28.9,D,"(40.384, -109.32799999999999)"
36.747,-99.965,311.8,1.3,1.1,2020-03-22,1745,T,62,6.0NRT,293.9,10.3,D,"(36.747, -99.965)"
36.745,-99.95100000000001,308.6,1.3,1.1,2020-03-22,1745,T,50,6.0NRT,293.7,7.1,D,"(36.745, -99.95100000000001)"
35.641,-102.861,304.0,1.0,1.0,2020-03-22,1750,T,42,6.0NRT,284.5,4.5,D,"(35.641, -102.861)"
24.985,-107.565,320.7,1.0,1.0,2020-03-22,1750,T,38,6.0NRT,308.8,6.0,D,"(24.985, -107.565)"
20.695999999999998,-100.00299999999999,322.9,2.7,1.6,2020-03-22,1750,T,37,6.0NRT,305.9,30.9,D,"(20.695999999999998, -100.00299999999999)"
20.691,-100.01100000000001,334.9,2.7,1.6,2020-03-22,1750,T,84,6.0NRT,304.6,96.5,D,"(20.691, -100.01100000000001)"
20.686,-99.985,324.6,2.7,1.6,2020-03-22,1750,T,71,6.0NRT,305.6,40.0,D,"(20.686, -99.985)"
20.432000000000002,-99.16,316.1,3.2,1.7,2020-03-22,1750,T,37,6.0NRT,300.5,29.9,D,"(20.432000000000002, -99.16)"
20.843000000000004,-102.581,326.3,1.7,1.3,2020-03-22,1750,T,72,6.0NRT,308.3,20.4,D,"(20.843000000000004, -102.581)"
20.58,-101.167,323.3,2.2,1.4,2020-03-22,1750,T,54,6.0NRT,305.7,25.3,D,"(20.58, -101.167)"
21.059,-104.762,324.8,1.2,1.1,2020-03-22,1750,T,64,6.0NRT,309.6,11.8,D,"(21.059, -104.762)"
20.234,-102.155,325.7,1.9,1.4,2020-03-22,1750,T,63,6.0NRT,307.0,21.1,D,"(20.234, -102.155)"
19.498,-104.53299999999999,336.6,1.4,1.2,2020-03-22,1750,T,86,6.0NRT,302.9,40.5,D,"(19.498, -104.53299999999999)"
19.492,-104.541,328.5,1.4,1.2,2020-03-22,1750,T,76,6.0NRT,302.5,25.6,D,"(19.492, -104.541)"
18.685,-100.791,333.0,2.6,1.5,2020-03-22,1750,T,81,6.0NRT,305.0,67.9,D,"(18.685, -100.791)"
46.028999999999996,-116.336,303.9,2.1,1.4,2020-03-22,1925,T,41,6.0NRT,289.4,11.5,D,"(46.028999999999996, -116.336)"
46.023,-116.31,306.8,2.1,1.4,2020-03-22,1925,T,64,6.0NRT,291.0,15.6,D,"(46.023, -116.31)"
46.226000000000006,-119.318,314.0,1.5,1.2,2020-03-22,1925,T,74,6.0NRT,297.8,15.2,D,"(46.226000000000006, -119.318)"
46.222,-119.29899999999999,315.9,1.5,1.2,2020-03-22,1925,T,76,6.0NRT,295.0,18.9,D,"(46.222, -119.29899999999999)"
46.22,-119.306,316.2,1.5,1.2,2020-03-22,1925,T,60,6.0NRT,297.3,17.4,D,"(46.22, -119.306)"
44.041000000000004,-117.279,309.3,2.2,1.4,2020-03-22,1925,T,68,6.0NRT,296.6,13.1,D,"(44.041000000000004, -117.279)"
45.078,-122.902,303.9,1.1,1.1,2020-03-22,1925,T,57,6.0NRT,291.5,5.2,D,"(45.078, -122.902)"
44.563,-120.37700000000001,349.7,1.4,1.2,2020-03-22,1925,T,96,6.0NRT,290.4,103.1,D,"(44.563, -120.37700000000001)"
44.56,-120.36,365.9,1.5,1.2,2020-03-22,1925,T,100,6.0NRT,292.2,175.2,D,"(44.56, -120.36)"
44.556000000000004,-120.34200000000001,307.5,1.5,1.2,2020-03-22,1925,T,39,6.0NRT,292.8,9.9,D,"(44.556000000000004, -120.34200000000001)"
44.55,-120.365,310.4,1.5,1.2,2020-03-22,1925,T,59,6.0NRT,289.3,14.4,D,"(44.55, -120.365)"
39.283,-121.478,306.6,1.7,1.3,2020-03-22,1925,T,64,6.0NRT,293.7,10.2,D,"(39.283, -121.478)"
40.702,-73.779,305.3,1.2,1.1,2020-03-22,1750,A,57,6.0NRT,291.2,5.2,D,"(40.702, -73.779)"
40.519,-76.012,302.3,1.5,1.2,2020-03-22,1750,A,52,6.0NRT,286.6,7.2,D,"(40.519, -76.012)"
40.515,-76.029,302.1,1.5,1.2,2020-03-22,1750,A,51,6.0NRT,287.6,7.4,D,"(40.515, -76.029)"
41.295,-75.759,302.0,1.4,1.2,2020-03-22,1750,A,6,6.0NRT,288.0,6.3,D,"(41.295, -75.759)"
41.898999999999994,-72.798,300.1,1.0,1.0,2020-03-22,1750,A,23,6.0NRT,284.6,4.7,D,"(41.898999999999994, -72.798)"
41.908,-72.801,304.8,1.0,1.0,2020-03-22,1750,A,60,6.0NRT,283.6,7.9,D,"(41.908, -72.801)"
42.067,-72.75,300.2,1.0,1.0,2020-03-22,1750,A,31,6.0NRT,284.6,5.4,D,"(42.067, -72.75)"
44.028,-73.315,300.4,1.0,1.0,2020-03-22,1750,A,37,6.0NRT,281.7,6.1,D,"(44.028, -73.315)"
26.601999999999997,-78.456,315.7,4.6,2.0,2020-03-22,1745,A,42,6.0NRT,297.0,57.5,D,"(26.601999999999997, -78.456)"
26.601999999999997,-78.459,315.0,4.6,2.0,2020-03-22,1745,A,47,6.0NRT,297.0,58.1,D,"(26.601999999999997, -78.459)"
18.537,-70.71600000000001,313.4,1.9,1.4,2020-03-22,1740,A,59,6.0NRT,299.0,15.9,D,"(18.537, -70.71600000000001)"
18.477999999999998,-71.259,328.7,2.1,1.4,2020-03-22,1740,A,82,6.0NRT,309.1,40.4,D,"(18.477999999999998, -71.259)"
18.549,-71.525,338.5,2.2,1.4,2020-03-22,1740,A,89,6.0NRT,302.5,109.8,D,"(18.549, -71.525)"
18.546,-71.546,345.2,2.2,1.4,2020-03-22,1740,A,93,6.0NRT,302.8,147.6,D,"(18.546, -71.546)"
18.547,-71.53,348.3,2.2,1.4,2020-03-22,1740,A,94,6.0NRT,302.8,169.0,D,"(18.547, -71.53)"
18.543,-71.55199999999999,333.0,2.2,1.4,2020-03-22,1740,A,86,6.0NRT,302.2,84.6,D,"(18.543, -71.55199999999999)"
18.928,-70.351,313.5,1.8,1.3,2020-03-22,1740,A,54,6.0NRT,300.3,16.2,D,"(18.928, -70.351)"
19.041,-71.351,313.3,2.1,1.4,2020-03-22,1740,A,59,6.0NRT,300.9,15.1,D,"(19.041, -71.351)"
19.17,-71.372,310.7,2.1,1.4,2020-03-22,1740,A,20,6.0NRT,294.1,18.2,D,"(19.17, -71.372)"
18.973,-72.436,323.4,2.5,1.5,2020-03-22,1740,A,44,6.0NRT,309.3,33.7,D,"(18.973, -72.436)"
18.969,-72.457,324.3,2.6,1.5,2020-03-22,1740,A,63,6.0NRT,307.8,40.3,D,"(18.969, -72.457)"
18.983,-72.461,323.7,2.6,1.5,2020-03-22,1740,A,52,6.0NRT,307.7,36.9,D,"(18.983, -72.461)"
17.673,-88.51299999999999,319.1,1.0,1.0,2020-03-22,1920,A,49,6.0NRT,298.5,9.0,D,"(17.673, -88.51299999999999)"
17.618,-90.735,324.0,1.1,1.0,2020-03-22,1920,A,75,6.0NRT,299.1,16.2,D,"(17.618, -90.735)"
17.645,-90.679,320.6,1.1,1.0,2020-03-22,1920,A,29,6.0NRT,301.3,10.2,D,"(17.645, -90.679)"
17.664,-90.61200000000001,333.5,1.0,1.0,2020-03-22,1920,A,85,6.0NRT,302.2,24.4,D,"(17.664, -90.61200000000001)"
17.673,-90.61,328.4,1.0,1.0,2020-03-22,1920,A,54,6.0NRT,307.1,16.8,D,"(17.673, -90.61)"
17.672,-90.62,328.8,1.0,1.0,2020-03-22,1920,A,65,6.0NRT,303.9,17.3,D,"(17.672, -90.62)"
17.657,-90.77799999999999,315.9,1.1,1.0,2020-03-22,1920,A,40,6.0NRT,298.7,6.1,D,"(17.657, -90.77799999999999)"
17.781,-90.624,317.8,1.0,1.0,2020-03-22,1920,A,48,6.0NRT,303.2,8.7,D,"(17.781, -90.624)"
18.069000000000003,-89.426,320.7,1.0,1.0,2020-03-22,1920,A,57,6.0NRT,299.7,10.5,D,"(18.069000000000003, -89.426)"
